赚,半数嫌贵
娓,屏后少女整云鬓
娓,尾巴女尸毛不藏
娓,尾生女尸
娓,尾巴女尸毛不生
娓,尾巴女尸毛不附
込,送出关后人安在
込,人行横道
込,人行道
込,送出关时人方归
枵,改变困境巧分工
枵,哀鸣达九重
颀,须听后半部
称,一人隐在你身边
称,人才隐在你身旁
称,弥望枝头，斜月走如弓
辛,端午前后
辛,车一退七，将六进一
辛,三三五五结同心
辛,亲上加亲结果苦
辛,十分之六
辛,纵横六合之中
辛,一退六二五
辛,立在群山环包中
辛,所以负负得正
辛,花甲之年献赤心
辛,苦心读书立身正
辛,终日不成章
辛,六十一载皆艰苦
辛,芳心未乱意艰难
辛,非常六加一
辛,人以为亲
辛,八字相合可成亲
芎,怀念张排长
芎,四五蟾兔缺
芎,乃后羿之弩，非张芝之长
芎,花将残后月还亏
跤,跟头
尚,穿衣裳
尚,三围适中樱唇露
尚,衣裳脱去
尚,同心改革抓重点
尚,高尔基
尚,乃服衣裳
嘣,山崩月落映小桥
峰,岁首相逢在钱江
峰,贺兰烽火新收
峰,峰火起太行
峰,远树连山系客心
峰,山里丰收靠文化
霁,山东省阴有雨
锦,一边白，一边黄，一边柔，一边刚，一边暖，一边凉。
锦,欲取金币，最后放弃。
香,明月无消息，千里有人来
香,千字头，木子腰，太阳出来从下照，人人都说味道好。
香,一日千里人跃进
香,前后九九载，一朝终团圆
香,一人生活用水少
香,半部春秋颠倒看
香,巧植松柏闻乡音
香,白前当归木耳
香,西楼深居月色疏
香,九重天上一钩斜
香,秋雨连日下
香,乡音共叙前程景
香,秋色藏春
香,庄稼离不开太阳
香,千里归人一日还
香,千字头，木字腰，太阳出来往下照
香,乡音解意味芬芳
香,春节前，秋分后，总念乡音
香,千里归人空白头
香,明月当空八千里
香,秋分之后日变短
香,离人千日念乡音
香,同心改革共前程
香,秋分春分分先后
香,秋分之后夜又长
香,一树挡道
卣,立身自有城府，高卧不事诸侯
卣,四面围墙门不闭
知,短了一点又一点
知,中医配方
知,一点一点缩短
知,同心团结奔向前
知,大年之初方团聚
知,短处一点一点摆出来
知,生前空有樱桃俏
知,天外新月格外明
知,中医偏方集
知,中医处方集
知,短处一点一点克服掉
搬,小船分投各西东
搬,又进几手东方航空
搬,舟中投东西
搬,一舟抛掷中
蛩,画帆几点天际来
蛩,几点画帆带晚红
枢,风转柳畔闻书声
枢,森林被毁风不正
枢,毁林伐树风不正
枢,只因凶横杀了头
枢,旋风正袭人
畹,宛如画中一夜春
畹,宛如画中秋雨滴
畹,宛如画中秋色浓
畹,宛如画中秋月痕
畹,宛如画中秋月影
嗵,四方通衢一条心
浴,飞泉垂流
浴,八口人海边洗澡
浴,飞泉西注
梁,舟上戏水剑穗扬
梁,轻舟点点浮春水
梁,轻舟点点泛春波
梁,轻舟点点春波里
举,一到丰收就高兴
举,半是毁誉半奉承
举,蒙头转向兴致高
举,毁誉一言须用心
举,高兴之后要用心
举,干得突出兴头来
鎌,重赏之下兼收罗
鎌,千金兼顾
鎌,兼顾千金
沣,江干远树起风声
沣,带头转移到江西
劾,猪增加出口
劾,能袖铁椎二百白
劾,椎击晋鄙谁之功
漱,一夜繁红经风雨
漱,河边弃相后，吕钦将失先
漱,洗了就吹
舾,船东不见客
舾,船东不见云
舾,船到西边
舾,东方航空正西行
舾,客到江西
夸,削尖脑袋终招损
夸,污水自理大受称赞
夸,排除污水大加称赞
夸,污水莫沾大盖帽
夸,赔了血本
夸,排除污水，大加称赞。
夸,吃了大亏，还受表扬
夸,损失不小
夸,独自排污水
夸,分明有大小，怎能划等号
敫,一色尽是梨花开
炉,扇下羽消暑热
炉,一篇心得写灯前
炉,诀别无言亡灵前
炉,而断然自为一家之交也
覟,志士不得而见
帜,八方支援帮后进
帜,点点画帆窗外来
帜,幌后断遮咫尺远
帜,孤帆半现桃源景，赏识落花漾酒帘
袒,旧衣改制作晨服
梃,空有前庭绕旧枝
猷,酒瘾大易失态
猷,酒倾浮大白
猷,人一沾酒就失态
秀,钉头生锈
秀,莠草清除禾自茂
秀,枝头眉月仍半边
秀,枝头眉月仍半掩
絒,纵横一川水
絒,纵横一线穿三州
絒,纵横一川水势平
絒,纵横一线穿川中
筒,个个回来换新装
筒,人人平等
交,学校放学春游去
交,文字改革见成效
交,小心没有一点错
交,芳心错相许，珠泪两处落
交,高高在上，小心出错
交,一口咬定
交,一百二十五分之一吊
交,再三出错
交,芳心错相许，珠泪两处流
交,四六合成
交,八一起义
交,老子高高在上
交,孙中山为公忘私
交,再三差错
交,芳心错许眉双锁
岈,咬定西山不放松
岈,穿山开洞
岈,峰西鸦鸟尽东飞
鳢,美人一曲寄相思
鳢,山东丰收
蚝,举笔无头绪，烛光更黯然
蹲,请君免言
谅,请先生来京
谅,认得行人心不惊
谅,话说首都
谅,惊心未定认归人
谅,随云入帝乡
谅,白帝城
郪,三十娶妇未为晚
黜,山山唯落晖
黜,两山排闼送青来
黜,岁岁除夕夜
黜,重峦叠障笼夜色
黜,包公上场
黜,包龙图上场
鰫,山东容貌改
鰫,山东面貌改
鰫,山东宽容容貌改
跓,中国改革一飞千里
斧,折断手，错在不小心
斧,椿荫丘山一脉清
彡,风来东北雨丝斜
翌,上边能飞，下边能站，今天猜不出，明天出答案。
翌,楚义帝即位
龙,充耳不闻
龙,个个入笼
龙,人要虚心一点
龙,斜雨纷乱忧心生
龙,庭前乱，花草尽，人影空
龙,真个文心自比雕
龙,尤带佩剑见君子
龙,布上残花一点
龙,尤有眉月相伴
葠,群雁追舟过草桥
蜻,清浊分流
蜻,清浊之水不同流
蜻,两水会时见清浊
蜻,清浊会合水尽流
嶷,下岗之后，思密不透
谆,夜半亭前犹共话
懂,千里同心念相逢
懂,千里凭添上苑心
懂,重心靠边戴草帽
幕,夕阳西下片帆前
幕,暮日落处帆半隐
涓,京中弥月雨偏多
涓,月下亭中赴前约
涓,掌中掬水映冰轮
涓,清明前后方相会
涓,水月亭中听水流
涓,上月进口西洋参
涓,皓月方升清溪边
涓,月下湖边有鸟鸣
涓,月下汉口又别离
涓,西湖月初吐
毯,一入后宅暖烘烘
毯,十分偶然
毯,偶然发生
毯,十分热烈
注,遂并江东
注,此犬不大却能吠
注,四点二十分
注,闻声家犬吠寥星
注,外滩一游
注,差点成汪
注,中国改革先搞活
注,顿顿提起耶和华
注,孤星隐落闻犬吠
注,中国改革潮
朗,团圆月系故乡心
朗,明天会更好
申,田中直径通南北
申,一线穿南北，两山镇东西
申,三横又三竖，你若猜不中，猴子告诉你。
申,赤心装有我神州
申,对祖国真心不二
申,一去就猜着
申,电线直通上海
申,改变旧貌迎猴年
申,老车不堪负重
申,祖国要统一
申,神州要统一
申,一字有五笔，只有横和直，去头是个字，去尾是个字，去头也去尾，仍然是个字。
申,大婶不安一人走
申,统一中心
申,猴年旧貌换新颜
申,孤帆一片日中来
申,中日友好两难分
申,既有头，又有尾，中间生了四张嘴
畀,界线划定禁人来
畀,画里平堤垂柳丝
译,驿道马驰传异闻
译,又生一计
译,又生一计众称异
些,此乃人算不如天算也
些,天下无人写此字
些,此字比一多一横，不能把二猜。
些,一一生此时
些,此字只一个，二字边下躲。
些,这是其次
些,此地一为偶
些,天夺人愿至此生
些,一一到此下面
捩,揪住虎尾巴
捩,揪住虎头不放
捩,揪住虎头偏不放
衿,衣着入时系腰带
衿,时装
衿,柳丝牵衣似留人
衿,右袖一拂不贪财
增,坛前僧人云游去
褰,泪珠点点落寒衣
默,一只大黑狗，不叫也不吼。
默,黑狗不叫
邨,村前屯田
邨,屯田
鼓,花前再度萌相思
鼓,十载又十载，同心上前来。
鼓,廿载相思复相逢
鼓,今日把相思投正
鼓,又起相思二十载
鼓,十载相思又十载
鼓,节前分离又相思
鼓,花前两别离，今又添相思
鼓,只缘其中又挂念
鼓,两处相思二十载
鼓,老树掩村枝半枯
浦,湖数西子美
浦,胡乱敷衍放行去
浦,备酒杀鸡迎子美
哗,正在杏花下
哗,片片残花叶半垂
哗,纵横交织杏花低
哗,古来笔顺有变化
哗,花草迷离叶参差
哗,人生七十古来稀
哗,中化国际
哗,一直向往中华
哗,古稀人格在
哗,人到七十方团聚
哗,中日合作
哗,中国话
哗,残花落叶
哗,人活七十古来稀
哗,花草凋零叶参差
浠,北方壬癸不可多
浠,西江斜阳映孤帆
浠,剪剪风中半江帆
铂,反黑先锋
铂,霜气横秋
铂,秋色从西来
铂,秋来泉水清
铂,秋月融融分两色
媳,三八放假
媳,千金之子
实,大桥激浪高复低
实,点滴买来显真情
实,宝盖头
实,三星错落映大桥
实,头上戴帽真有意思
实,头戴一顶帽，忠诚又可靠。
实,突出一点见成果
实,头上戴顶安全帽
圉,帝王行宫
圉,国庆的早晨
圉,国庆的早上
圉,国庆逢春
禞,亭台半露出天际
禞,亭台半露月痕低
禞,亭台上下共高低
襄,解衣耕耘
襄,衣着破落写哀思
权,休叹人方去，且听此泉声
权,案发之后
权,眼前无力可相劝
权,春来又听泉声响
权,枝节纵横
权,开始相劝
权,森林毁了又栽成
权,十八罗汉去海边
权,清早日挂东北枝
权,村前摆摊搞推销
拊,此人抱残守缺，言不足取
拊,来人携手访后村
苟,仰慕此人之行文
苟,花前方见如钩月
苟,文笔出奇人仰慕
苟,进口草包，似已告罄
苟,包头残花落叶末
竟,少儿节目，六一来临
竟,少儿节日是六一
竟,一去就竞争
竟,一点一滴总如意
竟,有点点意见
呵,啥也不要，可舍不得
呵,如何前面不见了
呵,如何不见婵娟影
呵,吕布已是倒向，丁原兀自不解
呵,好吃
呵,不重生男重生女
呵,丁原兀立，吕布拜倒
呵,两口添丁乐滋滋
呵,二口子有个独生子
呵,命令撤退去河西
韩,老干部在前，勿庸讳言
韩,苇深离离草，日隐声声寒
杞,湘妃泪尽身亦亡
杞,春送女妃归
讣,外语排五名
讣,中心论点
讣,请先下后上
讣,谈一点
讣,口占
掉,相如才高，文君随之
蒧,战后归来半含羞
命,见面都要磕个头
命,改革、人口与卫生
命,半边印盒
命,万国衣冠拜冕旒
命,大人高升，在下叩见
忠,扬帆破浪一扁舟
忠,倒勾传中，连进三球
忠,小舟孤帆水平流
忠,与党中央一条心
忠,孤舟悬帆江上横
忠,灵台无计逃神矢
忠,倒钩传中，连进三球
忠,心同祖国不分离
忠,浪遏飞舟风鼓帆
忠,一直和党心连心
蓰,徙居异乡已廿载
杏,人在小憩鸟在鸣
杏,一女巧遇采茶人
杏,春到一方有花开
杏,一一清查
杏,无言独上西楼
杏,一一组装到日本
杏,香字少一撇，不作杳字猜
杏,一一排查得结果
杏,改变困境出成果
杏,改变困境栽果树
杏,人在画堂深处
杏,十八少女一枝花
杏,一一查清办实事
璟,海南明月光
凡,黄河流域留足迹
凡,几点
凡,他俩招工到贵阳
凡,鸟度屏风里
凡,几点相会
凡,个个招工到贵阳
凡,凤光豹尾已平常
凡,几度装点也平常
詥,人口论
詥,同心言合意
齾,犬齿
齾,犬齿多一半
齾,犬齿多一点
齾,犬牙交错缺一枚
齾,犬齒
齾,犬牙交错
铖,刀光剑影入城头
铖,刀光剑影入城中
骔,一马当先驱
么,冰水冲糖慢慢溶
么,需一笔勾成
么,远山犹锁半边眉
么,丢头去尾
么,新月映远山
么,一笔勾成知是啥
么,一片丹心共为公
么,不公不私
么,新月初挂远山角
铎,踏尽银山遛驿马
铎,见财又生邪念
铎,又扎一针
喘,依山而傍口
掎,一手独创称奇才
掎,打得雁阵各一方
驼,把舵行舟离码头
驼,左看马靠它，右看它靠马，两边一起看，脚踩万里沙。
驼,己巳年末庚午头
岸,厂要出头全凭干
岸,厅前饮酒谪仙人
岸,坠机崖下尘土扬
岸,岁首到厂来劳动
岸,上山下厂参加劳动
岸,岁首下厂来劳动
岸,上人厂共同干
锖,秋色到处芳草疏
势,抛多一点变了形
势,火尽热力存
势,力除执行不法
势,得力助手九点到
势,前功尽弃因执着，抛开凡心终圆满
势,改变抛球姿态
势,劝邓先生远离摇头丸
势,执行有力见权威
鏆,一贯用心，方能得金
鏆,一贯开拓，铸就大业
雅,鸦声隐处乌雀飞
雅,鸦声隐处鸦雀飞
兢,一个胜利接着一个胜利
兢,乱离二则
兢,叶儿错落乱参差
兢,乱乱乱
兢,离乱重逢发惊叹
鹓,宛如一夜莺啼处
鹓,宛如水禽一夜生
鹓,宛如一夜莺声里
鹓,宛如水禽一夜长
鹓,宛如一夜莺飞来
汞,水上作业
汞,长江上游水位下降
汞,水上工程
汞,江水往下流
汞,天水游人
汞,江水南流
汞,断虹带雨浊江逝
汞,天水相接不见人
汞,天水相连不见人
鴜,此鸟堪称好模样
鴜,此鸟不叫
鴜,此鸟不止一只
鴜,这只鸟
鴜,此鸟只差一点头
鴜,此鸟堪称好鸟
鴜,此鸟只差一点点
鴜,此鸟不好看
鴜,此鸟不是好鸟
绺,处方唯有半纸传
孪,鼠年转业进北京
孪,山伯英台双蝴蝶
痣,病中怀古一首
燃,依然点点雁阵归
丐,正在东南垂钓钩
丐,直接参与改革
丐,马尾长在脖子上
哐,口岸开放呈新貌
蹅,一脚迈进查明底
墨,黑字去掉下面
墨,马蹄方过尘土起
墨,北大荒的地
斗,一直尽力而为
斗,三尺布料
斗,一字十二点，随你书上拣，凭你好生员，也要猜三年。
斗,十二点
斗,一直为改革出力
斗,点点在心田
陸,十三十一八十一
苊,廿载顾前不顾后
猓,果然藏头露尾
猓,田边筑起三道堰
荘,壮士倚阑干
荘,十二壮士
荘,廿载雄心壮士归
垮,谁不说俺家乡好
垮,横竖一定吃大亏
取,不到最后不罢休
双,两个半对，凑成一双。
双,两树之间
双,冷水冲矿矿会熔
双,仅仅少了两人
双,四又二分之一
双,西汉灭亡东汉兴
双,最后重逢
双,西汉被篡东汉续
双,西汉没落东汉兴
双,对半对半，成对有伴。
双,冷水冲糖慢慢融
双,坚守东北，开发西北
双,进又不得进，退又不得退
双,又是左边，又是右边。
双,仅仅是开始
双,半对半对，凑成一对
盉,秋凉新月映盘陀
盉,秋凉新月映盘龙
盉,秋凉新月映篱斜
秺,千里屋前闻嘘声
秺,初秋眉月挂楼前
奁,驱马行向天尽头
奁,大压不正之风
碟,来世犹存木石盟
碟,木石有缘共一世
碟,木石之盟来世圆
翠,霸王进兵
翠,楚霸王乌江自刎
翠,八千子弟兵・碎锦格
翠,走麦城
翠,亭前双归燕，展翅又飞去
翠,楚霸王自刎
